resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,n_windows,minimum_window_n,mean_gain_pct,median_gain_pct,worst_window_gain_pct,best_window_gain_pct,gain_std_pct,gain_q25_pct,gain_q75_pct,positive_windows,positive_window_fraction,gain_iqr_pct,worst_loss_magnitude_pct,robust_score,passes_window_count,passes_sample_count,passes_positive_fraction,passes_median_gain,passes_worst_window,eligible
30min,30,relative_humidity,120,EXTRA_TREES,0.25,4,35,-0.4940405643550787,-0.42917645038842966,-1.652601895112358,0.5347925384689025,0.8266574201259366,-1.037029298230939,0.11381228348743058,1,0.25,1.1508415817183697,1.652601895112358,-1.417747715025704,True,True,False,False,False,False
30min,30,relative_humidity,120,EXTRA_TREES,0.5,4,35,-1.8724770994378694,-1.4483863027222221,-4.028511384688545,-0.5646244076184883,1.4352114122447646,-2.7473940666898025,-0.5734693354702891,0,0.0,2.1739247312195134,4.028511384688545,-3.5424765145041155,True,True,False,False,False,False
30min,30,relative_humidity,120,EXTRA_TREES,0.75,4,35,-4.101085191563515,-3.8417666849419616,-7.079592484302282,-1.6412149120678547,1.9853649884451936,-5.098004401140751,-2.844847475364725,0,0.0,2.253156925776026,7.079592484302282,-6.738243268905546,True,True,False,False,False,False
30min,30,relative_humidity,120,EXTRA_TREES,1.0,4,35,-7.123010593293206,-7.268507001779348,-10.75005782895145,-3.204970540662682,2.6729614559906776,-8.230817707313916,-6.160699887758638,0,0.0,2.0701178195552776,10.75005782895145,-10.991080368794849,True,True,False,False,False,False
30min,30,relative_humidity,240,EXTRA_TREES,0.25,4,35,0.28128274881090615,0.3237069542818395,-3.9068087565740757,4.384525843254021,3.219615418150106,-2.145375325527308,2.750365028620054,2,0.5,4.895740354147362,3.9068087565740757,-3.1008654119353607,True,True,False,False,False,False
30min,30,relative_humidity,240,EXTRA_TREES,0.5,4,35,-0.6093770674986742,0.33190455861645884,-11.074182900878467,7.972865513650853,7.26706533817038,-5.2394343450849075,4.9619618362026925,2,0.5,10.201396181287599,11.074182900878467,-7.537339257246957,True,True,False,False,False,False
30min,30,relative_humidity,240,EXTRA_TREES,0.75,4,35,-2.555459745627882,0.01643303876765545,-20.923726387205114,10.669021327158276,12.040895854995288,-9.130966125202486,6.5919394183422595,2,0.5,15.722905543544744,20.923726387205114,-13.075951329805996,True,True,False,False,False,False
30min,30,relative_humidity,240,EXTRA_TREES,1.0,4,35,-5.4313779038714305,-0.6279241943319436,-32.860247609225745,12.39058438240391,17.35103913949155,-13.664408465540017,7.605106367336644,2,0.5,21.26951483287666,32.860247609225745,-19.47774351307671,True,True,False,False,False,False
30min,30,relative_humidity,480,EXTRA_TREES,0.25,4,35,2.9349904421082096,3.94176523052489,-4.081198985500872,7.937630292883928,4.445012214258181,1.056247669601279,5.82050800303182,3,0.75,4.764260333430541,4.081198985500872,0.5393353174344016,True,True,True,True,False,False
30min,30,relative_humidity,480,EXTRA_TREES,0.5,4,35,3.9725937588408056,7.315779652965004,-8.50143863429872,9.760254363731937,7.431184782581108,1.7322525632308623,9.556120848574947,3,0.75,7.823868285344085,8.50143863429872,1.278485851718281,True,True,True,True,False,False
30min,30,relative_humidity,480,EXTRA_TREES,0.75,4,35,2.9989446609395487,6.104437008060218,-13.221016646023761,13.007921273661522,9.804508705967654,0.5308689578072263,8.572512711192541,3,0.75,8.041643753385316,13.221016646023761,-1.22163903013838,True,True,True,True,False,False
30min,30,relative_humidity,480,EXTRA_TREES,1.0,4,35,0.20297305717212222,1.7242208510348562,-18.204083077529525,15.567533604148302,12.9796471819982,-8.409627400353031,10.336821308560008,2,0.5,18.74644870891304,18.204083077529525,-12.200024272804045,True,True,False,True,False,False
30min,30,relative_humidity,60,XGBOOST,0.25,4,35,3.158569447613857,5.921470689833566,-9.722232676198622,10.51356908698692,7.7222599493339015,1.0537633337129821,8.02627680373444,3,0.75,6.9725134700214575,9.722232676198622,0.004655785773181265,True,True,True,True,False,False
30min,30,relative_humidity,60,XGBOOST,0.5,4,35,-0.928487433939545,6.123822529558587,-28.21944180275442,12.257847007879068,16.003763624965167,-3.7969137730770344,8.992248868696075,3,0.75,12.78916264177311,28.21944180275442,-7.3256192420165736,True,True,True,True,False,False
30min,30,relative_humidity,60,XGBOOST,0.75,4,35,-11.614982893305616,0.559032217023204,-52.32783966918257,4.749843661913704,23.589144979288786,-13.727778254971271,2.67182757868886,2,0.5,16.399605833660132,52.32783966918257,-20.722730617102506,True,True,False,True,False,False
30min,30,relative_humidity,60,XGBOOST,1.0,4,35,-27.430298502731986,-10.205693369083033,-79.8043514202608,-9.50545585250109,30.239567084249277,-27.65897818067324,-9.977013691141781,0,0.0,17.68196448953146,79.8043514202608,-38.99776346891396,True,True,False,False,False,False
30min,30,relative_humidity,120,XGBOOST,0.25,4,35,0.4769808387368841,2.750339211371514,-8.946013278795258,5.353258210999766,5.5890333620581885,-0.9315755655510207,4.158895615659419,3,0.75,5.0904711812104395,8.946013278795258,-2.0313996989325203,True,True,True,True,False,False
30min,30,relative_humidity,120,XGBOOST,0.5,4,35,-1.4695318325841176,3.427182599412589,-21.17256260544449,8.440070076282842,11.662677888418557,-4.375050344681369,6.33270111150984,3,0.75,10.707751456191207,21.17256260544449,-7.219833780044137,True,True,True,True,False,False
30min,30,relative_humidity,120,XGBOOST,0.75,4,35,-5.695966327812199,1.9915649642191757,-35.796422475265466,9.029427235578316,17.787878707209046,-10.083834957427968,6.3794335938349445,2,0.5,16.463268551262914,35.796422475265466,-15.189174930228647,True,True,False,True,False,False
30min,30,relative_humidity,120,XGBOOST,1.0,4,35,-11.996809933611207,-1.4666170055134733,-52.12780513592739,7.073799412509503,23.67845317263482,-17.756895161569744,4.293468222445063,2,0.5,22.05036338401481,52.12780513592739,-25.523749981502725,True,True,False,False,False,False
30min,30,relative_humidity,240,XGBOOST,0.25,4,35,1.4706620398868808,1.668884489591668,-2.618757750058537,5.163636930422724,2.7631599085035607,0.42909393890480985,2.7104525905737384,3,0.75,2.2813586516689286,2.618757750058537,-0.12648427375743065,True,True,True,True,False,False
30min,30,relative_humidity,240,XGBOOST,0.5,4,35,0.9930570479961285,0.4888266963815088,-5.575851755274807,8.570426554496304,5.18530680622063,-2.3767218048849603,3.8586055492625975,2,0.5,6.235327354147557,5.575851755274807,-4.022799919510971,True,True,False,False,False,False
30min,30,relative_humidity,240,XGBOOST,0.75,4,35,-1.4000622414055561,-3.3885669712716995,-8.84370948777746,10.020594464698634,7.669249047500756,-8.16966806659727,3.381038853920014,2,0.5,11.550706920517284,8.84370948777746,-11.374847803474706,True,True,False,False,False,False
30min,30,relative_humidity,240,XGBOOST,1.0,4,35,-5.549473458738477,-6.906368936920678,-17.80527231996913,9.420116358856578,10.466980296808988,-13.74773917547126,1.2918967798121053,1,0.25,15.039635955283366,17.80527231996913,-18.877504994554645,True,True,False,False,False,False
30min,30,relative_humidity,480,XGBOOST,0.25,4,35,2.8373064699280297,3.6806571164735855,-7.535842625402641,11.523754272167588,7.177104719409019,-1.5861788106646966,8.104142397066312,3,0.75,9.690321207731008,7.535842625402641,-3.048464143742579,True,True,True,True,False,False
30min,30,relative_humidity,480,XGBOOST,0.5,4,35,-0.18803853675576443,1.4342445787344442,-15.887646393110973,12.267003088619028,10.138765918019283,-3.9970870978157356,5.243293139794416,2,0.5,9.24038023761015,15.887646393110973,-7.1578571383483744,True,True,False,True,False,False
30min,30,relative_humidity,480,XGBOOST,0.75,4,35,-8.058363800135872,-11.468043580819115,-24.891822839359946,15.594454800454688,16.383021542739407,-22.464066079928447,2.9376586989734594,1,0.25,25.401724778901908,24.891822839359946,-30.391861680110054,True,True,False,False,False,False
30min,30,relative_humidity,480,XGBOOST,1.0,4,35,-18.940440966774055,-18.866905802981776,-54.73750462727414,16.709552366141473,27.549928753991065,-39.49737734394489,1.6900305741890636,1,0.25,41.18740791813396,54.73750462727414,-53.14498591886729,True,True,False,False,False,False
30min,30,relative_humidity,60,RANDOM_FOREST,0.25,4,35,0.010018692056672917,0.29145394940608765,-1.8637468232650831,1.3209136926795995,1.1778798929746872,-0.4606349907422893,0.7621076322050498,3,0.75,1.2227426229473393,1.8637468232650831,-0.7858540678838528,True,True,True,False,False,False
30min,30,relative_humidity,60,RANDOM_FOREST,0.5,4,35,-1.2360374437951016,-0.2769279834352401,-4.673619103870867,0.28332529556094044,2.0188806217705864,-1.684561067035614,0.17159563980527204,2,0.5,1.856156706840886,4.673619103870867,-2.3734111128234,True,True,False,False,False,False
30min,30,relative_humidity,60,RANDOM_FOREST,0.75,4,35,-3.69505525466737,-2.556511389023923,-8.35603747961618,-1.3111607610054536,2.760017314335011,-4.370166020033528,-1.8814006236577654,0,0.0,2.4887653963757623,8.35603747961618,-5.8899034571158495,True,True,False,False,False,False
30min,30,relative_humidity,60,RANDOM_FOREST,1.0,4,35,-7.2757919977163485,-6.279419207546334,-12.825599412630943,-3.7187301631417853,3.7015246777958732,-9.539031758255792,-4.016179447006891,0,0.0,5.522852311248901,12.825599412630943,-12.24724521632852,True,True,False,False,False,False
30min,30,relative_humidity,120,RANDOM_FOREST,0.25,4,35,-0.1934122338791817,-0.339805338091542,-0.612399962650624,0.5183617033169813,0.4534033021477477,-0.5733485348619641,0.04013096289124042,1,0.25,0.6134794977532045,0.612399962650624,-0.7996450776308003,True,True,False,False,True,False
30min,30,relative_humidity,120,RANDOM_FOREST,0.5,4,35,-1.3116077876750236,-1.3832227401365145,-2.0028813094928517,-0.47710436093421404,0.5726884186704219,-1.7274107305470718,-0.9674197972644664,0,0.0,0.7599909332826055,2.0028813094928517,-2.26393853415103,True,True,False,False,False,False
30min,30,relative_humidity,120,RANDOM_FOREST,0.75,4,35,-3.3252249927630806,-3.109063613579356,-4.140281868172177,-2.9424908757214343,0.48075458736553306,-3.442326703506814,-2.991961902835622,0,0.0,0.450364800671192,4.140281868172177,-4.3693164809579965,True,True,False,False,False,False
30min,30,relative_humidity,120,RANDOM_FOREST,1.0,4,35,-6.180502893573023,-6.240975797244573,-6.979841851986086,-5.260218127816859,0.7186345244999636,-6.826981405241495,-5.5944972855761,0,0.0,1.2324841196653953,6.979841851986086,-8.602178320073792,True,True,False,False,False,False
30min,30,relative_humidity,240,RANDOM_FOREST,0.25,4,35,0.6336686545036627,0.9843551494721507,-2.9816985578318276,3.5476628769021765,2.451053733699609,-0.7977687733472828,2.415792577323096,2,0.5,3.213561350670379,2.9816985578318276,-1.3678501653209956,True,True,False,True,False,False
30min,30,relative_humidity,240,RANDOM_FOREST,0.5,4,35,0.42541707294312214,0.608363125634912,-6.124654678882617,6.609596719385282,4.972440806720796,-3.3051934730393357,4.33897367161737,2,0.5,7.644167144656706,6.124654678882617,-4.744884116414095,True,True,False,True,False,False
30min,30,relative_humidity,240,RANDOM_FOREST,0.75,4,35,-0.603691167927856,-1.0682377281868627,-9.414972826244558,9.136683610906859,7.703188495932505,-7.41117182344432,5.7392429273296015,2,0.5,13.150414750773923,9.414972826244558,-9.997188310134963,True,True,False,False,False,False
30min,30,relative_humidity,240,RANDOM_FOREST,1.0,4,35,-2.405579515191709,-3.8720401029629823,-12.961547310076115,11.083309455235243,10.706536529251384,-12.870208969602364,6.592589351447673,2,0.5,19.462798321050037,12.961547310076115,-16.84382609100703,True,True,False,False,False,False
30min,30,relative_humidity,480,RANDOM_FOREST,0.25,4,35,2.2040188647834014,4.270415583239709,-6.8650116086832895,7.140255901337477,5.387847053410232,0.9664450386371017,5.507989409386008,3,0.75,4.541544370748906,6.8650116086832895,0.2833904956944333,True,True,True,True,False,False
30min,30,relative_humidity,480,RANDOM_FOREST,0.5,4,35,2.286767134113723,7.104027779024891,-14.261903353165838,9.20091633157095,9.600127860899006,1.3607992091117502,8.029995704026863,3,0.75,6.669196494915113,14.261903353165838,0.2039536932758752,True,True,True,True,False,False
30min,30,relative_humidity,480,RANDOM_FOREST,0.75,4,35,0.20628954787183407,5.156969974121584,-22.094043897696256,12.605262140940425,13.49377204975098,-4.475507716202774,9.838767238196194,3,0.75,14.314274954398968,22.094043897696256,-7.523678477501964,True,True,True,True,False,False
30min,30,relative_humidity,480,RANDOM_FOREST,1.0,4,35,-3.7712067944759182,0.06069628241961755,-30.282960122715735,15.076740379972827,18.086018250146136,-15.407912005972559,11.69740149391626,2,0.5,27.10531349988882,30.282960122715735,-21.062700498203725,True,True,False,False,False,False
60min,60,temperature,60,HIST_GRADIENT_BOOSTING,0.25,4,14,-0.14533309831174135,-0.21682183133048935,-3.131025790558602,2.983337059972615,2.1906812479919506,-1.3140106889603549,0.951855759318124,2,0.5,2.265866448278479,3.131025790558602,-2.132511503109379,True,True,False,False,False,False
60min,60,temperature,60,HIST_GRADIENT_BOOSTING,0.5,4,14,-1.35078225167787,-1.2914275816722178,-7.777210449305304,4.956936605938259,4.595725006971591,-3.8892296876640042,1.2470198543139162,2,0.5,5.136249541977921,7.777210449305304,-5.803854964987504,True,True,False,False,False,False
60min,60,temperature,60,HIST_GRADIENT_BOOSTING,0.75,4,14,-3.5690449407276086,-3.1902026236906007,-13.753047584946234,5.857273069417001,7.148266017672943,-7.632038836637755,0.8727912722195456,1,0.25,8.5048301088573,13.753047584946234,-10.88087957435581,True,True,False,False,False,False
60min,60,temperature,60,HIST_GRADIENT_BOOSTING,1.0,4,14,-6.7325614845917805,-5.861196115995137,-20.861469081342797,5.653615374965943,9.781422264749922,-12.424660404615699,-0.16909719597122042,1,0.25,12.255563208644478,20.861469081342797,-17.204344990653077,True,True,False,False,False,False
60min,60,temperature,120,HIST_GRADIENT_BOOSTING,0.25,4,14,-1.210806957602984,-1.2200225139267602,-2.431457001275705,0.028274198717289707,1.2143237991874638,-2.4217633577420847,-0.009066113787659159,1,0.25,2.4126972439544256,2.431457001275705,-3.0342353862228992,True,True,False,False,False,False
60min,60,temperature,120,HIST_GRADIENT_BOOSTING,0.5,4,14,-3.190502797144359,-3.2628247359350007,-5.849008054609209,-0.38735366209822586,2.403484691730365,-5.4253354610508016,-1.0279920720285576,0,0.0,4.397343389022244,5.849008054609209,-6.923748444098425,True,True,False,False,False,False
60min,60,temperature,120,HIST_GRADIENT_BOOSTING,0.75,4,14,-5.89445839507978,-6.16156678709351,-10.160915792406286,-1.0937842137258103,3.6369517304862184,-8.961235784828158,-3.09478939734513,0,0.0,5.866446387483029,10.160915792406286,-11.635018928936596,True,True,False,False,False,False
60min,60,temperature,120,HIST_GRADIENT_BOOSTING,1.0,4,14,-9.26482143556361,-9.829346391379229,-15.266855468668586,-2.1337374908273907,4.972143945206687,-12.977337180221276,-6.11683064672156,0,0.0,6.860506533499716,15.266855468668586,-17.076313525296232,True,True,False,False,False,False
60min,60,temperature,240,HIST_GRADIENT_BOOSTING,0.25,4,14,-2.267551309694439,-2.2859646003488656,-8.861630336069906,4.363354297989881,5.4628476418843634,-6.926098272106106,2.3725823620628015,2,0.5,9.298680634168907,8.861630336069906,-9.150712501450796,True,True,False,False,False,False
60min,60,temperature,240,HIST_GRADIENT_BOOSTING,0.5,4,14,-9.184096794712383,-10.047388425332711,-19.650346681283924,3.008736353099815,10.46131584970247,-19.52477454997734,0.29328932993224677,1,0.25,19.818063879909587,19.650346681283924,-24.869007035608487,True,True,False,False,False,False
60min,60,temperature,240,HIST_GRADIENT_BOOSTING,0.75,4,14,-20.01570396373405,-19.297006089703896,-37.62848555163185,-3.840318123896565,14.918609282508381,-33.32769379993073,-5.985016253507219,0,0.0,27.34267754642351,37.62848555163185,-42.375466250823614,True,True,False,False,False,False
60min,60,temperature,240,HIST_GRADIENT_BOOSTING,1.0,4,14,-33.85776838028841,-30.594341471672017,-59.03437291462593,-15.208017663183693,18.91498177212429,-48.67759025529531,-15.774519596665122,0,0.0,32.903070658630185,59.03437291462593,-61.804470029643596,True,True,False,False,False,False
60min,60,temperature,480,HIST_GRADIENT_BOOSTING,0.25,4,14,3.2724520119935008,5.06486696118356,-7.313947402666861,10.274021528273748,6.756250266170364,-0.08846980121298387,8.425788774390044,3,0.75,8.514258575603028,7.313947402666861,-1.0207491772846697,True,True,True,True,False,False
60min,60,temperature,480,HIST_GRADIENT_BOOSTING,0.5,4,14,2.869803296798556,4.173480047510858,-15.504684355890449,18.63693744806296,12.14209646851781,-0.9125581983202067,7.955841542629621,3,0.75,8.868399740949828,15.504684355890449,-4.136890911936668,True,True,True,True,False,False
60min,60,temperature,480,HIST_GRADIENT_BOOSTING,0.75,4,14,-1.0709211690498037,-2.167974097601694,-24.39914148833416,24.451405007338334,18.005259690052487,-12.995962607436871,9.757067340785373,2,0.5,22.753029948222242,24.39914148833416,-19.644274443796355,True,True,False,False,False,False
60min,60,temperature,480,HIST_GRADIENT_BOOSTING,1.0,4,14,-7.883483398713313,-12.39092167278254,-33.85711109905397,27.105020849765793,25.228239332742127,-30.81692114796299,10.542516076467138,2,0.5,41.359437224430124,33.85711109905397,-41.5349180597611,True,True,False,False,False,False
60min,60,temperature,60,EXTRA_TREES,0.25,4,14,-0.2636331029034744,-0.2821636280641294,-1.7869839440664337,1.2967787885807949,1.4278358714245023,-1.63606084886489,1.090264117897286,2,0.5,2.726324966762176,1.7869839440664337,-2.0920720974618257,True,True,False,False,False,False
60min,60,temperature,60,EXTRA_TREES,0.5,4,14,-0.7955921997593687,-0.8714763979122355,-3.798510797479333,2.3590947942663294,2.930477373593846,-3.6823523910478055,2.0152837933762013,2,0.5,5.697636184424007,3.798510797479333,-4.669922189494073,True,True,False,False,False,False
60min,60,temperature,60,EXTRA_TREES,0.75,4,14,-1.5887106897069412,-1.6939448543605582,-6.146183193354721,3.1792301432480734,4.499628785458579,-6.052896345847782,2.770240801780283,2,0.5,8.823137147628065,6.146183193354721,-7.642059226513272,True,True,False,False,False,False
60min,60,temperature,60,EXTRA_TREES,1.0,4,14,-2.634458651742004,-2.6130151549087026,-9.062798087800234,3.7509937906496225,6.125668806989914,-8.598572001688204,3.3510981950374967,2,0.5,11.949670196725702,9.062798087800234,-10.853549775221612,True,True,False,False,False,False
60min,60,temperature,120,EXTRA_TREES,0.25,4,14,-0.482548105646124,-0.5579862729868793,-2.4239640487112704,1.609744172100533,1.7305043858151512,-2.061057917861566,1.0205235392285625,2,0.5,3.0815814570901283,2.4239640487112704,-2.704768013709761,True,True,False,False,False,False
60min,60,temperature,120,EXTRA_TREES,0.5,4,14,-1.2909428583766314,-1.3825442832609385,-5.270886332450941,2.872203465466293,3.474383265394376,-4.415208715887722,1.7417215742501526,2,0.5,6.156930290137875,5.270886332450941,-5.778731011442611,True,True,False,False,False,False
60min,60,temperature,120,EXTRA_TREES,0.75,4,14,-2.417597989173996,-2.468309848829299,-8.507480356445086,3.7737080974077006,5.215706766187516,-7.042580201104507,2.1566723631012126,2,0.5,9.19925256420572,8.507480356445086,-9.19480622004343,True,True,False,False,False,False
60min,60,temperature,120,EXTRA_TREES,1.0,4,14,-3.853279164021662,-3.808587051378842,-12.099998946053661,4.304056392724696,6.939605053602598,-9.923027394712351,2.2611611793118476,2,0.5,12.184188574024198,12.099998946053661,-12.925681074904356,True,True,False,False,False,False
60min,60,temperature,240,EXTRA_TREES,0.25,4,14,-2.5078343177561075,-2.2190253430854696,-7.20724622818044,1.613959643326949,3.1963558149630034,-4.142388250625373,-0.5844714102162043,1,0.25,3.557916840409169,7.20724622818044,-5.799795320335164,True,True,False,False,False,False
60min,60,temperature,240,EXTRA_TREES,0.5,4,14,-6.698972697437902,-6.621486861872759,-15.680000606990278,2.1270835409841893,6.55825954013323,-10.832718130159854,-2.4877414291508066,1,0.25,8.344976701009047,15.680000606990278,-14.713975364124853,True,True,False,False,False,False
60min,60,temperature,240,EXTRA_TREES,0.75,4,14,-12.372144334489246,-12.924608620060233,-25.161522401298072,1.5221623034615561,10.06615345028187,-19.661109294536487,-5.635643660012992,1,0.25,14.025465634523496,25.161522401298072,-26.2277220376465,True,True,False,False,False,False
60min,60,temperature,240,EXTRA_TREES,1.0,4,14,-19.30913515730859,-20.80793393650307,-35.4401199495993,-0.18055280662891007,13.668841546456468,-30.196117583382794,-9.920951510428864,0,0.0,20.27516607295393,35.4401199495993,-39.80554696037986,True,True,False,False,False,False
60min,60,temperature,480,EXTRA_TREES,0.25,4,14,-0.9212335118670012,0.6695961046047703,-12.753507515525854,7.729381258848308,7.4913050703026585,-3.821294936547421,3.5696575292851898,2,0.5,7.39095246583261,12.753507515525854,-6.214257007192998,True,True,False,True,False,False
60min,60,temperature,480,EXTRA_TREES,0.5,4,14,-4.701116192527234,-2.794290077937565,-26.921433545209396,13.705548930975592,15.228385685555608,-13.79521865943116,6.2998123889663615,2,0.5,20.095031048397523,26.921433545209396,-19.572163988438675,True,True,False,False,False,False
60min,60,temperature,480,EXTRA_TREES,0.75,4,14,-10.938430452593874,-9.609421887672307,-42.08128134399614,17.546403308965257,23.488336695538504,-28.62192608580141,8.07407374553523,2,0.5,36.695999831336636,42.08128134399614,-38.477742139339654,True,True,False,False,False,False
60min,60,temperature,480,EXTRA_TREES,1.0,4,14,-19.172303151483227,-18.84466560708441,-57.947694198415164,18.947812806651076,32.149754822715046,-46.81884516916685,8.801876410599213,2,0.5,55.62072157976606,57.947694198415164,-61.14194994657123,True,True,False,False,False,False
60min,60,temperature,60,XGBOOST,0.25,4,14,-0.4435525245888202,0.5307223228908935,-4.459244862339438,1.6235901182023706,2.3663345393702384,-0.8852025048039804,0.972372303106054,3,0.75,1.8575748079100345,4.459244862339438,-1.5128762966489833,True,True,True,True,False,False
60min,60,temperature,60,XGBOOST,0.5,4,14,-1.5974525426204824,0.35340940960973133,-9.464891782243187,2.3682627925417954,4.645783970980432,-2.65687788048993,1.412834747479179,2,0.5,4.069712627969109,9.464891782243187,-4.04766984993562,True,True,False,False,False,False
60min,60,temperature,60,XGBOOST,0.75,4,14,-3.444853127685697,-0.5238849695988768,-14.945578806077009,2.2139362345319724,6.82048592260851,-5.281896992397852,1.3131588951132773,2,0.5,6.595055887511129,14.945578806077009,-7.557807614873694,True,True,False,False,False,False
60min,60,temperature,60,XGBOOST,1.0,4,14,-5.956548124106783,-2.0771644241723615,-20.836685239656116,1.164821591573705,8.883111924189254,-8.70888477970917,0.6751722314300258,2,0.5,9.384057011139195,20.836685239656116,-11.978364239655988,True,True,False,False,False,False
60min,60,temperature,120,XGBOOST,0.25,4,14,-0.19826301594631615,-0.904489801932022,-1.792953620608876,2.8088811606876556,1.7786144278526888,-1.2673285842865982,0.1645757664082601,1,0.25,1.4319043506948583,1.792953620608876,-2.06868038243167,True,True,False,False,False,False
60min,60,temperature,120,XGBOOST,0.5,4,14,-1.2259591645972707,-2.849965227840464,-4.046034228769756,4.842128026061601,3.6121959999559516,-3.925249300441969,-0.15067509199576534,1,0.25,3.7745742084462037,4.046034228769756,-5.748760889256005,True,True,False,False,False,False
60min,60,temperature,120,XGBOOST,0.75,4,14,-3.0503101579591947,-4.770265082258319,-8.710079537489012,6.04936907016887,5.594259599418008,-6.871348791203962,-0.9492264490135511,1,0.25,5.922122342190411,8.710079537489012,-9.908846137725778,True,True,False,False,False,False
60min,60,temperature,120,XGBOOST,1.0,4,14,-5.6188168476343,-6.998879075071125,-14.876147381968938,6.398638141573986,7.763961266581329,-10.39021688474701,-2.227479037958415,1,0.25,8.162737846788595,14.876147381968938,-14.799284843957658,True,True,False,False,False,False
60min,60,temperature,240,XGBOOST,0.25,4,14,-8.853123542713357,-9.7612652443494,-18.350099942923606,2.4601362607689725,8.60635925590089,-16.54532511905672,-2.0690636680060366,1,0.25,14.476261451050684,18.350099942923606,-21.586920955605642,True,True,False,False,False,False
60min,60,temperature,240,XGBOOST,0.5,4,14,-24.728634170952546,-25.09533443486746,-48.5039387150431,-0.2199290990321556,18.46993013618776,-38.41634476097414,-11.40762384484586,0,0.0,27.008720916128283,48.5039387150431,-50.725679571692375,True,True,False,False,False,False
60min,60,temperature,240,XGBOOST,0.75,4,14,-45.30080449591826,-44.388021852736486,-84.77018420769025,-7.6569900705098,28.523182554885086,-63.32168044926632,-26.367145899388433,0,0.0,36.954534549877884,84.77018420769025,-84.05783517959799,True,True,False,False,False,False
60min,60,temperature,240,XGBOOST,1.0,4,14,-68.93348880361535,-66.28486339493901,-124.2020286065395,-18.962199818043832,38.30305434016713,-89.99135320423807,-45.226998994316276,0,0.0,44.76435420992179,124.2020286065395,-119.71754765153479,True,True,False,False,False,False
60min,60,temperature,480,XGBOOST,0.25,4,14,2.052610349558811,3.348996993722784,-8.683437033098592,10.195884443888268,7.377821892594016,-2.6960170323540247,8.09762437563562,2,0.5,10.793641407989645,8.683437033098592,-4.218682968546686,True,True,False,True,False,False
60min,60,temperature,480,XGBOOST,0.5,4,14,0.3367235367275683,3.7738116256923373,-18.862625889012747,12.661896784538346,12.488471265367929,-6.6196811488432985,10.730216311263204,2,0.5,17.349897460106504,18.862625889012747,-9.616793576614102,True,True,False,True,False,False
60min,60,temperature,480,XGBOOST,0.75,4,14,-5.136574655352732,-2.8754344135022727,-30.1871846370129,15.391754842606518,16.374439041342175,-11.638759492919352,3.6267504240643467,1,0.25,15.2655099169837,30.1871846370129,-18.054985531247347,True,True,False,False,False,False
60min,60,temperature,480,XGBOOST,1.0,4,14,-13.67019738949229,-13.819506147383837,-42.384083087852055,15.342305824650564,20.651455235983903,-24.301024956197338,-3.188678580678789,1,0.25,21.11234637551855,42.384083087852055,-34.97170010710612,True,True,False,False,False,False
60min,60,temperature,60,RANDOM_FOREST,0.25,4,14,-1.0893823201032677,-1.1953824585825363,-3.3412138046725506,1.3744494414245523,1.795817246414943,-2.4306202270720507,0.1458554483862468,1,0.25,2.5764756754582976,3.3412138046725506,-3.3189237474798228,True,True,False,False,False,False
60min,60,temperature,60,RANDOM_FOREST,0.5,4,14,-2.5682027630505777,-2.722053930638038,-7.254549477789032,2.4258462868627984,3.6759865831017384,-5.268464972697959,-0.021791720990656627,1,0.25,5.2466732517073025,7.254549477789032,-7.159027925938947,True,True,False,False,False,False
60min,60,temperature,60,RANDOM_FOREST,0.75,4,14,-4.416649150865939,-4.565192754633534,-11.679880637388512,3.1436695431918253,5.6165945181756,-8.48021014635422,-0.5016317591452515,1,0.25,7.9785783872089695,11.679880637388512,-11.474452107585147,True,True,False,False,False,False
60min,60,temperature,60,RANDOM_FOREST,1.0,4,14,-6.613807920503972,-6.708399606570643,-16.55890586787685,3.5204733990022454,7.595071662472747,-12.032545393135747,-1.2896621339388672,1,0.25,10.74288325919688,16.55890586787685,-16.219567703138296,True,True,False,False,False,False
60min,60,temperature,120,RANDOM_FOREST,0.25,4,14,-0.7537576433620549,-0.7626229067745536,-2.667265040292082,1.1774802803929698,1.4755157890977235,-1.8474489225091804,0.3310683723725718,2,0.5,2.178517294881752,2.667265040292082,-2.5186978142884504,True,True,False,False,False,False
60min,60,temperature,120,RANDOM_FOREST,0.5,4,14,-1.9161334883243277,-1.9999031220441852,-5.5794334216424435,1.914705712433503,2.916432380267323,-4.1843911483921685,0.26835453802365555,1,0.25,4.452745686415824,5.5794334216424435,-5.6211343206627085,True,True,False,False,False,False
60min,60,temperature,120,RANDOM_FOREST,0.75,4,14,-3.475138618225513,-3.6927237983396406,-8.716826445331574,2.201719569108802,4.314711896667948,-6.980007721998525,-0.18785469456662907,1,0.25,6.792153027431896,8.716826445331574,-9.268006923388482,True,True,False,False,False,False
60min,60,temperature,120,RANDOM_FOREST,1.0,4,14,-5.415250470281265,-5.817518988656192,-12.060528657424783,2.0345647536121088,5.663339801733913,-10.200034245638477,-1.032735213298979,1,0.25,9.167299032339498,12.060528657424783,-13.416300669182137,True,True,False,False,False,False
