resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,window_id,n,base_rmse,hybrid_rmse,gain_pct
4min,4,temperature,120,HIST_GRADIENT_BOOSTING,1.0,4,75,1.2524630736055375,1.087828493598253,13.14486498458925
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.25,1,75,0.8283338663672821,0.9522449480429807,-14.959074680734656
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.25,2,75,1.886228090129692,1.8924479746632135,-0.32975251328665406
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.25,3,75,1.3328313674605219,1.3525876476652556,-1.4822790554799063
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.25,4,75,1.4521463008440603,1.4585173918403318,-0.4387361653965813
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.5,1,75,0.8283338663672821,1.1473730989513733,-38.515777941479165
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.5,2,75,1.886228090129692,1.9223234085593786,-1.913624265197153
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.5,3,75,1.3328313674605219,1.3889097718407666,-4.2074643311473325
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.5,4,75,1.4521463008440603,1.5013806175798017,-3.3904515479689588
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.75,1,75,0.8283338663672821,1.3839150102309994,-67.07212712432711
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.75,2,75,1.886228090129692,1.9747810660576146,-4.694711969952372
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.75,3,75,1.3328313674605219,1.4405452034494108,-8.081580207263498
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,0.75,4,75,1.4521463008440603,1.577764623980978,-8.650528053812621
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,1.0,1,75,0.8283338663672821,1.6440917319631372,-98.48177150759513
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,1.0,2,75,1.886228090129692,2.048086485502945,-8.581061655280731
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,1.0,3,75,1.3328313674605219,1.5059195633285445,-12.986503776378854
4min,4,temperature,240,HIST_GRADIENT_BOOSTING,1.0,4,75,1.4521463008440603,1.6831118001562804,-15.905112258866161
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.25,1,75,0.9305894653087298,0.9346134807767227,-0.4324157556047465
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.25,2,75,1.9895037474786488,1.9572540580058255,1.6209916424482307
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.25,3,75,1.737351105430837,1.6963082498404836,2.36238118259783
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.25,4,75,1.3578523255168973,1.4007121699566591,-3.156443718829756
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.5,1,75,0.9305894653087298,0.9496301490041694,-2.046088463845093
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.5,2,75,1.9895037474786488,1.9609992562231533,1.4327437830474048
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.5,3,75,1.737351105430837,1.725176124916163,0.7007783560050641
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.5,4,75,1.3578523255168973,1.4997521461755543,-10.450313188854292
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.75,1,75,0.9305894653087298,0.975131753809651,-4.786459567984042
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.75,2,75,1.9895037474786488,2.000537194658988,-0.5545828799931769
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.75,3,75,1.737351105430837,1.8206322566771536,-4.793570567629393
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,0.75,4,75,1.3578523255168973,1.6448552181247176,-21.13653209663769
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,1.0,1,75,0.9305894653087298,1.0103246560488348,-8.568245581165302
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,1.0,2,75,1.9895037474786488,2.073821689658769,-4.238139399685902
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,1.0,3,75,1.737351105430837,1.9730355127809216,-13.565732718812663
4min,4,temperature,480,HIST_GRADIENT_BOOSTING,1.0,4,75,1.3578523255168973,1.825067436827057,-34.40838908106621
4min,4,temperature,60,EXTRA_TREES,0.25,1,75,0.5743036240036905,0.5508857388026022,4.077614039387963
4min,4,temperature,60,EXTRA_TREES,0.25,2,75,0.9614633651699894,0.9712526257349959,-1.0181626174883678
4min,4,temperature,60,EXTRA_TREES,0.25,3,75,0.6393511511289145,0.66560582193606,-4.106455546500093
4min,4,temperature,60,EXTRA_TREES,0.25,4,75,0.8913555432225028,0.8214389472706398,7.843850468365817
4min,4,temperature,60,EXTRA_TREES,0.5,1,75,0.5743036240036905,0.5362094454810544,6.633107807515992
4min,4,temperature,60,EXTRA_TREES,0.5,2,75,0.9614633651699894,0.9942018695104162,-3.405070388161752
4min,4,temperature,60,EXTRA_TREES,0.5,3,75,0.6393511511289145,0.7018226047645475,-9.771070799720304
4min,4,temperature,60,EXTRA_TREES,0.5,4,75,0.8913555432225028,0.776781392943269,12.853922449959281
4min,4,temperature,60,EXTRA_TREES,0.75,1,75,0.5743036240036905,0.5310000651269329,7.540185551132681
4min,4,temperature,60,EXTRA_TREES,0.75,2,75,0.9614633651699894,1.0294313408803168,-7.069221581657508
4min,4,temperature,60,EXTRA_TREES,0.75,3,75,0.6393511511289145,0.7465530587572572,-16.767297194828576
4min,4,temperature,60,EXTRA_TREES,0.75,4,75,0.8913555432225028,0.7618378235706379,14.530421742105473
4min,4,temperature,60,EXTRA_TREES,1.0,1,75,0.5743036240036905,0.5355339358446006,6.750730195434174
4min,4,temperature,60,EXTRA_TREES,1.0,2,75,0.9614633651699894,1.0757352126536743,-11.885200375105434
4min,4,temperature,60,EXTRA_TREES,1.0,3,75,0.6393511511289145,0.798367467485459,-24.87151482808255
4min,4,temperature,60,EXTRA_TREES,1.0,4,75,0.8913555432225028,0.7783216270238039,12.681125624691717
4min,4,temperature,120,EXTRA_TREES,0.25,1,75,0.8169659567644346,0.7971364104629571,2.427218189116682
4min,4,temperature,120,EXTRA_TREES,0.25,2,75,1.392868233346371,1.419051153216207,-1.8797844076701515
4min,4,temperature,120,EXTRA_TREES,0.25,3,75,0.9767945359905243,1.0076141869614008,-3.1551825727222784
4min,4,temperature,120,EXTRA_TREES,0.25,4,75,1.2524630736055375,1.165131423378608,6.9727924173862315
4min,4,temperature,120,EXTRA_TREES,0.5,1,75,0.8169659567644346,0.7813080595152497,4.364673577147174
4min,4,temperature,120,EXTRA_TREES,0.5,2,75,1.392868233346371,1.451867623434238,-4.235819920030818
4min,4,temperature,120,EXTRA_TREES,0.5,3,75,0.9767945359905243,1.0642670516461974,-8.955057837928118
4min,4,temperature,120,EXTRA_TREES,0.5,4,75,1.2524630736055375,1.1211042151279775,10.488042421834418
4min,4,temperature,120,EXTRA_TREES,0.75,1,75,0.8169659567644346,0.7697277800918828,5.782147503383982
4min,4,temperature,120,EXTRA_TREES,0.75,2,75,1.392868233346371,1.4908796655204748,-7.036662178634863
4min,4,temperature,120,EXTRA_TREES,0.75,3,75,0.9767945359905243,1.1429180145147597,-17.007003254351424
4min,4,temperature,120,EXTRA_TREES,0.75,4,75,1.2524630736055375,1.1254750255095847,10.139065236501152
4min,4,temperature,120,EXTRA_TREES,1.0,1,75,0.8169659567644346,0.7625891237297107,6.655948462048715
4min,4,temperature,120,EXTRA_TREES,1.0,2,75,1.392868233346371,1.5356151597004484,-10.24841567469216
4min,4,temperature,120,EXTRA_TREES,1.0,3,75,0.9767945359905243,1.2393861552453678,-26.882994281756584
4min,4,temperature,120,EXTRA_TREES,1.0,4,75,1.2524630736055375,1.1777051198617199,5.968874876974028
4min,4,temperature,240,EXTRA_TREES,0.25,1,75,0.8283338663672821,0.848113239660554,-2.3878503700465257
4min,4,temperature,240,EXTRA_TREES,0.25,2,75,1.886228090129692,1.882099622483985,0.21887425318870607
4min,4,temperature,240,EXTRA_TREES,0.25,3,75,1.3328313674605219,1.3373045842934943,-0.33561761391430567
4min,4,temperature,240,EXTRA_TREES,0.25,4,75,1.4521463008440603,1.4137993394240453,2.6407092314132363
4min,4,temperature,240,EXTRA_TREES,0.5,1,75,0.8283338663672821,0.8818866941969358,-6.465125959960255
4min,4,temperature,240,EXTRA_TREES,0.5,2,75,1.886228090129692,1.8822509781065364,0.2108500050427137
4min,4,temperature,240,EXTRA_TREES,0.5,3,75,1.3328313674605219,1.3651868676129344,-2.4275764318227506
4min,4,temperature,240,EXTRA_TREES,0.5,4,75,1.4521463008440603,1.4188899672601043,2.2901503494947937
4min,4,temperature,240,EXTRA_TREES,0.75,1,75,0.8283338663672821,0.9281278018210694,-12.047549847435398
4min,4,temperature,240,EXTRA_TREES,0.75,2,75,1.886228090129692,1.8866811269741024,-0.024018136872264405
4min,4,temperature,240,EXTRA_TREES,0.75,3,75,1.3328313674605219,1.4150951738586157,-6.1721091209635315
4min,4,temperature,240,EXTRA_TREES,0.75,4,75,1.4521463008440603,1.4669660460152525,-1.020540779023315
4min,4,temperature,240,EXTRA_TREES,1.0,1,75,0.8283338663672821,0.9850823785970138,-18.923349460183672
4min,4,temperature,240,EXTRA_TREES,1.0,2,75,1.886228090129692,1.8953600660154597,-0.4841395340019489
4min,4,temperature,240,EXTRA_TREES,1.0,3,75,1.3328313674605219,1.4848101070163098,-11.402698290734028
4min,4,temperature,240,EXTRA_TREES,1.0,4,75,1.4521463008440603,1.554043273228452,-7.016990803554988
4min,4,temperature,480,EXTRA_TREES,0.25,1,75,0.9305894653087298,0.8928799530973598,4.052217827209077
4min,4,temperature,480,EXTRA_TREES,0.25,2,75,1.9895037474786488,1.9570702502543922,1.6302305167989972
4min,4,temperature,480,EXTRA_TREES,0.25,3,75,1.737351105430837,1.7247354610409376,0.7261424792296657
4min,4,temperature,480,EXTRA_TREES,0.25,4,75,1.3578523255168973,1.4166046347109793,-4.326855585839692
4min,4,temperature,480,EXTRA_TREES,0.5,1,75,0.9305894653087298,0.8985530248790302,3.442596507265557
4min,4,temperature,480,EXTRA_TREES,0.5,2,75,1.9895037474786488,1.937251053524983,2.6264184734453035
4min,4,temperature,480,EXTRA_TREES,0.5,3,75,1.737351105430837,1.7331123640276107,0.24397724731496845
4min,4,temperature,480,EXTRA_TREES,0.5,4,75,1.3578523255168973,1.5079114545872934,-11.051211258431412
4min,4,temperature,480,EXTRA_TREES,0.75,1,75,0.9305894653087298,0.9468292013726249,-1.7451020744692745
4min,4,temperature,480,EXTRA_TREES,0.75,2,75,1.9895037474786488,1.930434718163291,2.969033327542986
4min,4,temperature,480,EXTRA_TREES,0.75,3,75,1.737351105430837,1.7621824624202758,-1.4292653287995531
4min,4,temperature,480,EXTRA_TREES,0.75,4,75,1.3578523255168973,1.6262987822920056,-19.769930185369617
4min,4,temperature,480,EXTRA_TREES,1.0,1,75,0.9305894653087298,1.0317454166610798,-10.870094184742442
4min,4,temperature,480,EXTRA_TREES,1.0,2,75,1.9895037474786488,1.9367585380089014,2.6511741702719975
4min,4,temperature,480,EXTRA_TREES,1.0,3,75,1.737351105430837,1.8109495034706888,-4.2362420474358
4min,4,temperature,480,EXTRA_TREES,1.0,4,75,1.3578523255168973,1.7663298147037292,-30.08261513499531
4min,4,temperature,60,XGBOOST,0.25,1,75,0.5743036240036905,0.5586555810373262,2.7246986284495036
4min,4,temperature,60,XGBOOST,0.25,2,75,0.9614633651699894,1.0008703487118944,-4.098646393556317
4min,4,temperature,60,XGBOOST,0.25,3,75,0.6393511511289145,0.6436662635616693,-0.6749205698833208
4min,4,temperature,60,XGBOOST,0.25,4,75,0.8913555432225028,0.7801087343259928,12.480632419059317
4min,4,temperature,60,XGBOOST,0.5,1,75,0.5743036240036905,0.5515764407308965,3.957346310015266
4min,4,temperature,60,XGBOOST,0.5,2,75,0.9614633651699894,1.07120698013513,-11.414227410083132
4min,4,temperature,60,XGBOOST,0.5,3,75,0.6393511511289145,0.6698451845438195,-4.76952819449235
4min,4,temperature,60,XGBOOST,0.5,4,75,0.8913555432225028,0.7228508650876894,18.904317072581527
4min,4,temperature,60,XGBOOST,0.75,1,75,0.5743036240036905,0.5533951461473146,3.6406661881419002
4min,4,temperature,60,XGBOOST,0.75,2,75,0.9614633651699894,1.1668935772565843,-21.36641077845688
4min,4,temperature,60,XGBOOST,0.75,3,75,0.6393511511289145,0.715492020694275,-11.909084613504973
4min,4,temperature,60,XGBOOST,0.75,4,75,0.8913555432225028,0.7323564103579883,17.837902515273267
4min,4,temperature,60,XGBOOST,1.0,1,75,0.5743036240036905,0.5640256303168173,1.7896445812445654
4min,4,temperature,60,XGBOOST,1.0,2,75,0.9614633651699894,1.282267575035725,-33.36624373712009
4min,4,temperature,60,XGBOOST,1.0,3,75,0.6393511511289145,0.7771840451973655,-21.558246016305254
4min,4,temperature,60,XGBOOST,1.0,4,75,0.8913555432225028,0.8062674824615927,9.545917048240097
4min,4,temperature,120,XGBOOST,0.25,1,75,0.8169659567644346,0.827319620339586,-1.2673310912680689
4min,4,temperature,120,XGBOOST,0.25,2,75,1.392868233346371,1.3743227739029498,1.33145828151065
4min,4,temperature,120,XGBOOST,0.25,3,75,0.9767945359905243,0.9679911743659618,0.9012500889591301
4min,4,temperature,120,XGBOOST,0.25,4,75,1.2524630736055375,1.141842555505571,8.832237886384705
4min,4,temperature,120,XGBOOST,0.5,1,75,0.8169659567644346,0.8687926807173074,-6.34380460088334
4min,4,temperature,120,XGBOOST,0.5,2,75,1.392868233346371,1.368052134551925,1.7816544451462835
4min,4,temperature,120,XGBOOST,0.5,3,75,0.9767945359905243,0.9763463143775182,0.04588699020021139
4min,4,temperature,120,XGBOOST,0.5,4,75,1.2524630736055375,1.0917337446647322,12.833059299553208
4min,4,temperature,120,XGBOOST,0.75,1,75,0.8169659567644346,0.9372631850869929,-14.724876517375495
4min,4,temperature,120,XGBOOST,0.75,2,75,1.392868233346371,1.3742243570162704,1.3385240530117262
4min,4,temperature,120,XGBOOST,0.75,3,75,0.9767945359905243,1.0014305774168533,-2.5221313713990616
4min,4,temperature,120,XGBOOST,0.75,4,75,1.2524630736055375,1.1103594885324246,11.345930117047777
4min,4,temperature,120,XGBOOST,1.0,1,75,0.8169659567644346,1.0273472744662266,-25.751540313258577
4min,4,temperature,120,XGBOOST,1.0,2,75,1.392868233346371,1.3926740137456466,0.013943860307439696
4min,4,temperature,120,XGBOOST,1.0,3,75,0.9767945359905243,1.0420365353532761,-6.679193725893719
4min,4,temperature,120,XGBOOST,1.0,4,75,1.2524630736055375,1.194508809162335,4.6272234019935
4min,4,temperature,240,XGBOOST,0.25,1,75,0.8283338663672821,0.9552760364538672,-15.325000611564883
4min,4,temperature,240,XGBOOST,0.25,2,75,1.886228090129692,1.8971100410315251,-0.5769159604173311
4min,4,temperature,240,XGBOOST,0.25,3,75,1.3328313674605219,1.344365572400994,-0.8653911681601928
4min,4,temperature,240,XGBOOST,0.25,4,75,1.4521463008440603,1.4488268396379103,0.22858999841962013
4min,4,temperature,240,XGBOOST,0.5,1,75,0.8283338663672821,1.1424456635266513,-37.92091690478975
4min,4,temperature,240,XGBOOST,0.5,2,75,1.886228090129692,1.9155098188148818,-1.5523959609347417
4min,4,temperature,240,XGBOOST,0.5,3,75,1.3328313674605219,1.3680125240912506,-2.6395804817949555
4min,4,temperature,240,XGBOOST,0.5,4,75,1.4521463008440603,1.4793898135766321,-1.8760859506192018
4min,4,temperature,240,XGBOOST,0.75,1,75,0.8283338663672821,1.3652935065525256,-64.82405971641829
4min,4,temperature,240,XGBOOST,0.75,2,75,1.886228090129692,1.9412136622677747,-2.9151072675575564
4min,4,temperature,240,XGBOOST,0.75,3,75,1.3328313674605219,1.4031599607767713,-5.2766310152385065
4min,4,temperature,240,XGBOOST,0.75,4,75,1.4521463008440603,1.5418216196539956,-6.175363925646576
4min,4,temperature,240,XGBOOST,1.0,1,75,0.8283338663672821,1.6090634234218155,-94.25300458599854
4min,4,temperature,240,XGBOOST,1.0,2,75,1.886228090129692,1.973936259755914,-4.649923839284543
4min,4,temperature,240,XGBOOST,1.0,3,75,1.3328313674605219,1.4489712283640144,-8.713770079164386
4min,4,temperature,240,XGBOOST,1.0,4,75,1.4521463008440603,1.6324699906000348,-12.417735709629353
4min,4,temperature,480,XGBOOST,0.25,1,75,0.9305894653087298,0.9417836678209093,-1.2029152413052246
4min,4,temperature,480,XGBOOST,0.25,2,75,1.9895037474786488,1.9671209184789231,1.1250458325646289
4min,4,temperature,480,XGBOOST,0.25,3,75,1.737351105430837,1.7069678619749147,1.7488257474811213
4min,4,temperature,480,XGBOOST,0.25,4,75,1.3578523255168973,1.3343333685486194,1.732070308847824
4min,4,temperature,480,XGBOOST,0.5,1,75,0.9305894653087298,0.962338529710019,-3.41171543251419
4min,4,temperature,480,XGBOOST,0.5,2,75,1.9895037474786488,1.9631616915118963,1.3240515882483972
4min,4,temperature,480,XGBOOST,0.5,3,75,1.737351105430837,1.707384169917989,1.7248635246596664
4min,4,temperature,480,XGBOOST,0.5,4,75,1.3578523255168973,1.3516087963757588,0.459809142998059
4min,4,temperature,480,XGBOOST,0.75,1,75,0.9305894653087298,0.99167215314049,-6.563870547523936
4min,4,temperature,480,XGBOOST,0.75,2,75,1.9895037474786488,1.9777367161831858,0.5914555984312995
4min,4,temperature,480,XGBOOST,0.75,3,75,1.737351105430837,1.7385779042527072,-0.0706131776147763
4min,4,temperature,480,XGBOOST,0.75,4,75,1.3578523255168973,1.4081780206940142,-3.7062716049007256
4min,4,temperature,480,XGBOOST,1.0,1,75,0.9305894653087298,1.0290340701958165,-10.578736226551525
4min,4,temperature,480,XGBOOST,1.0,2,75,1.9895037474786488,2.0104429319120114,-1.052482784206836
4min,4,temperature,480,XGBOOST,1.0,3,75,1.737351105430837,1.7989487369635633,-3.545491256210468
4min,4,temperature,480,XGBOOST,1.0,4,75,1.3578523255168973,1.499600792543955,-10.439166643036673
4min,4,temperature,60,RANDOM_FOREST,0.25,1,75,0.5743036240036905,0.5736126113769402,0.12032182940671618
4min,4,temperature,60,RANDOM_FOREST,0.25,2,75,0.9614633651699894,1.0018928836924692,-4.204998337646669
4min,4,temperature,60,RANDOM_FOREST,0.25,3,75,0.6393511511289145,0.6747649907784461,-5.539028057899123
4min,4,temperature,60,RANDOM_FOREST,0.25,4,75,0.8913555432225028,0.8102598500161611,9.098018610301988
4min,4,temperature,60,RANDOM_FOREST,0.5,1,75,0.5743036240036905,0.6326824487559927,-10.165149985528739
4min,4,temperature,60,RANDOM_FOREST,0.5,2,75,0.9614633651699894,1.0621505222086627,-10.472282219600899
4min,4,temperature,60,RANDOM_FOREST,0.5,3,75,0.6393511511289145,0.7358864902721931,-15.098954459192624
4min,4,temperature,60,RANDOM_FOREST,0.5,4,75,0.8913555432225028,0.783976083653472,12.046759610741137
4min,4,temperature,60,RANDOM_FOREST,0.75,1,75,0.5743036240036905,0.7372866550015615,-28.379244738463242
4min,4,temperature,60,RANDOM_FOREST,0.75,2,75,0.9614633651699894,1.13909391485846,-18.475020070792297
4min,4,temperature,60,RANDOM_FOREST,0.75,3,75,0.6393511511289145,0.8169659085938265,-27.78047042713448
4min,4,temperature,60,RANDOM_FOREST,0.75,4,75,0.8913555432225028,0.8178062912516347,8.251393344676655
4min,4,temperature,60,RANDOM_FOREST,1.0,1,75,0.5743036240036905,0.8711745060372292,-51.692322601751684
4min,4,temperature,60,RANDOM_FOREST,1.0,2,75,0.9614633651699894,1.2295946468295653,-27.887831338448297
4min,4,temperature,60,RANDOM_FOREST,1.0,3,75,0.6393511511289145,0.9126997866212464,-42.75406949837738
4min,4,temperature,60,RANDOM_FOREST,1.0,4,75,0.8913555432225028,0.905034206733959,-1.534591175817895
4min,4,temperature,120,RANDOM_FOREST,0.25,1,75,0.8169659567644346,0.8564090380110035,-4.827995697982555
4min,4,temperature,120,RANDOM_FOREST,0.25,2,75,1.392868233346371,1.5030577619418426,-7.9109800882414225
4min,4,temperature,120,RANDOM_FOREST,0.25,3,75,0.9767945359905243,1.065910086803348,-9.12326467126021
4min,4,temperature,120,RANDOM_FOREST,0.25,4,75,1.2524630736055375,1.1660193772472962,6.901895806747492
4min,4,temperature,120,RANDOM_FOREST,0.5,1,75,0.8169659567644346,1.0643358206524882,-30.27909080419377
4min,4,temperature,120,RANDOM_FOREST,0.5,2,75,1.392868233346371,1.6515368865117408,-18.5709349221008
4min,4,temperature,120,RANDOM_FOREST,0.5,3,75,0.9767945359905243,1.2417790151407349,-27.127964928827268
4min,4,temperature,120,RANDOM_FOREST,0.5,4,75,1.2524630736055375,1.1482641537599616,8.319520314927331
4min,4,temperature,120,RANDOM_FOREST,0.75,1,75,0.8169659567644346,1.365853678372338,-67.18611920890244
4min,4,temperature,120,RANDOM_FOREST,0.75,2,75,1.392868233346371,1.829004174623794,-31.31207466980596
4min,4,temperature,120,RANDOM_FOREST,0.75,3,75,0.9767945359905243,1.4736621028666175,-50.86715256573805
4min,4,temperature,120,RANDOM_FOREST,0.75,4,75,1.2524630736055375,1.2022445203980578,4.009583537094843
4min,4,temperature,120,RANDOM_FOREST,1.0,1,75,0.8169659567644346,1.7122129059158082,-109.58191608093048
4min,4,temperature,120,RANDOM_FOREST,1.0,2,75,1.392868233346371,2.027863206821588,-45.58901971291562
4min,4,temperature,120,RANDOM_FOREST,1.0,3,75,0.9767945359905243,1.7392984005320145,-78.06184785506284
4min,4,temperature,120,RANDOM_FOREST,1.0,4,75,1.2524630736055375,1.3191835157275873,-5.327138462452052
4min,4,temperature,240,RANDOM_FOREST,0.25,1,75,0.8283338663672821,0.8939627270794419,-7.922996194756577
4min,4,temperature,240,RANDOM_FOREST,0.25,2,75,1.886228090129692,1.9612367010761664,-3.9766458435743632
4min,4,temperature,240,RANDOM_FOREST,0.25,3,75,1.3328313674605219,1.353140784133023,-1.5237799145736746
4min,4,temperature,240,RANDOM_FOREST,0.25,4,75,1.4521463008440603,1.3934578142450507,4.041499576516285
4min,4,temperature,240,RANDOM_FOREST,0.5,1,75,0.8283338663672821,1.039206701615135,-25.457468758660184
4min,4,temperature,240,RANDOM_FOREST,0.5,2,75,1.886228090129692,2.054111697797333,-8.900493452841003
4min,4,temperature,240,RANDOM_FOREST,0.5,3,75,1.3328313674605219,1.4220844731066649,-6.69650398581174
4min,4,temperature,240,RANDOM_FOREST,0.5,4,75,1.4521463008440603,1.3898115090990442,4.292597220320294
4min,4,temperature,240,RANDOM_FOREST,0.75,1,75,0.8283338663672821,1.2363173654019657,-49.25350943622824
4min,4,temperature,240,RANDOM_FOREST,0.75,2,75,1.886228090129692,2.162552384598685,-14.649569472268535
4min,4,temperature,240,RANDOM_FOREST,0.75,3,75,1.3328313674605219,1.5331152125614937,-15.026945642986918
4min,4,temperature,240,RANDOM_FOREST,0.75,4,75,1.4521463008440603,1.441625100810121,0.7245275512407905
4min,4,temperature,240,RANDOM_FOREST,1.0,1,75,0.8283338663672821,1.4644997560072386,-76.8006616015723
4min,4,temperature,240,RANDOM_FOREST,1.0,2,75,1.886228090129692,2.2843430663901994,-21.10640692627656
4min,4,temperature,240,RANDOM_FOREST,1.0,3,75,1.3328313674605219,1.6778986860634253,-25.88979574065466
4min,4,temperature,240,RANDOM_FOREST,1.0,4,75,1.4521463008440603,1.543322837732107,-6.278743184144081
4min,4,temperature,480,RANDOM_FOREST,0.25,1,75,0.9305894653087298,0.9871071035227793,-6.073315927265456
4min,4,temperature,480,RANDOM_FOREST,0.25,2,75,1.9895037474786488,2.0555493457152334,-3.3197021277434624
4min,4,temperature,480,RANDOM_FOREST,0.25,3,75,1.737351105430837,1.8025919378115771,-3.755189850618095
4min,4,temperature,480,RANDOM_FOREST,0.25,4,75,1.3578523255168973,1.3879893230356424,-2.2194606108784893
4min,4,temperature,480,RANDOM_FOREST,0.5,1,75,0.9305894653087298,1.1224716792855578,-20.61942683965047
4min,4,temperature,480,RANDOM_FOREST,0.5,2,75,1.9895037474786488,2.146504575005153,-7.891456737665138
4min,4,temperature,480,RANDOM_FOREST,0.5,3,75,1.737351105430837,1.9110027322725927,-9.995194770874631
4min,4,temperature,480,RANDOM_FOREST,0.5,4,75,1.3578523255168973,1.4732944930885168,-8.501820514809948
4min,4,temperature,480,RANDOM_FOREST,0.75,1,75,0.9305894653087298,1.3125103671448142,-41.04075062889084
4min,4,temperature,480,RANDOM_FOREST,0.75,2,75,1.9895037474786488,2.2593630728094074,-13.564152652276153
4min,4,temperature,480,RANDOM_FOREST,0.75,3,75,1.737351105430837,2.05576509091185,-18.327555350537573
4min,4,temperature,480,RANDOM_FOREST,0.75,4,75,1.3578523255168973,1.6049952789412425,-18.201018533459788
4min,4,temperature,480,RANDOM_FOREST,1.0,1,75,0.9305894653087298,1.5370760596075117,-65.17230388994095
4min,4,temperature,480,RANDOM_FOREST,1.0,2,75,1.9895037474786488,2.3910252874949847,-20.181994656968847
4min,4,temperature,480,RANDOM_FOREST,1.0,3,75,1.737351105430837,2.229810237001968,-28.345400652276812
4min,4,temperature,480,RANDOM_FOREST,1.0,4,75,1.3578523255168973,1.7727814041886603,-30.5577470299512
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,1,75,1.74359334176175,1.6341527130644302,6.276728986974651
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,2,75,2.578292420355355,2.5818093901637944,-0.1364069405267249
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,3,75,1.9027054303656719,1.9272962443095838,-1.2924130846247674
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,4,75,2.877919958455031,2.7089555373147154,5.871060473517182
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,1,75,1.74359334176175,1.643271054177423,5.75376638470987
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,2,75,2.578292420355355,2.635806253068548,-2.230694713257772
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,3,75,1.9027054303656719,2.0043885584718337,-5.344134014828552
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,4,75,2.877919958455031,2.619484243838941,8.979947960568968
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,1,75,1.74359334176175,1.7691160914650395,-1.4638017416091396
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,2,75,2.578292420355355,2.7372972864842073,-6.167060992520668
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,3,75,1.9027054303656719,2.1282847541510823,-11.855714509736668
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,4,75,2.877919958455031,2.6176699732760498,9.042988996771557
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,1,75,1.74359334176175,1.9896610395656116,-14.112677073842892
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,2,75,2.578292420355355,2.8812679881908925,-11.751016503930124
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,3,75,1.9027054303656719,2.2914053149949756,-20.428799877582804
4min,4,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,4,75,2.877919958455031,2.703689194223288,6.0540517716578925
4min,4,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,1,75,2.2693274798508085,2.1743052010519714,4.187244002574898
4min,4,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,2,75,3.693108440413314,3.568781145112297,3.3664674976915374
4min,4,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,3,75,2.994705369035783,2.9930246874764737,0.056121766658149545
