resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,window_id,n,base_rmse,hybrid_rmse,gain_pct
20min,20,temperature,480,RANDOM_FOREST,0.5,3,60,1.5685176946721597,1.3925118993433727,11.221154592430306
20min,20,temperature,480,RANDOM_FOREST,0.5,4,59,1.3905109347165832,1.7968835555755018,-29.22469796627284
20min,20,temperature,480,RANDOM_FOREST,0.75,1,60,0.8150671352941602,0.9088009000139079,-11.500128107351415
20min,20,temperature,480,RANDOM_FOREST,0.75,2,60,1.9895631490380759,1.7352777607486058,12.780965932768368
20min,20,temperature,480,RANDOM_FOREST,0.75,3,60,1.5685176946721597,1.3421601668461276,14.431302152019633
20min,20,temperature,480,RANDOM_FOREST,0.75,4,59,1.3905109347165832,2.018235798360112,-45.14346834471122
20min,20,temperature,480,RANDOM_FOREST,1.0,1,60,0.8150671352941602,1.0647623707162743,-30.634928659219998
20min,20,temperature,480,RANDOM_FOREST,1.0,2,60,1.9895631490380759,1.7086837815450204,14.117640228150407
20min,20,temperature,480,RANDOM_FOREST,1.0,3,60,1.5685176946721597,1.3212194780290094,15.766364477949917
20min,20,temperature,480,RANDOM_FOREST,1.0,4,59,1.3905109347165832,2.246996772586221,-61.59504513671506
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,1,60,1.6136854859017187,1.6722395340195064,-3.6285911120448646
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,2,60,1.8232069841908192,1.8115623447368956,0.6386899323497126
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,3,60,1.9500687414193891,2.0605334940452833,-5.664659418390072
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,4,59,2.521271729310834,2.476364080553116,1.7811506881883417
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,1,60,1.6136854859017187,1.837434988625283,-13.865744265434369
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,2,60,1.8232069841908192,1.8676349861800983,-2.4368051666386776
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,3,60,1.9500687414193891,2.259355651968033,-15.86030809988393
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,4,59,2.521271729310834,2.516316541695806,0.19653524677335088
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,1,60,1.6136854859017187,2.084065181866853,-29.149403652365915
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,2,60,1.8232069841908192,1.9856965139235339,-8.912291974618078
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,3,60,1.9500687414193891,2.5257547668475864,-29.52131959251728
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,4,59,2.521271729310834,2.6372752546324856,-4.600992585331533
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,1,60,1.6136854859017187,2.3870203379262915,-47.923517859023036
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,2,60,1.8232069841908192,2.155585475058007,-18.23043097954701
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,3,60,1.9500687414193891,2.840782607064942,-45.67602396401843
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,4,59,2.521271729310834,2.828868068947077,-12.200047145268291
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,1,60,2.1822063877192632,2.198015921264755,-0.7244747167116081
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,2,60,3.151949195688829,3.1604660893667287,-0.27021037298282297
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,3,60,2.967959196492342,3.146162500474499,-6.004236991962868
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,4,59,4.158128773884387,4.1822054337149,-0.579026315436144
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,1,60,2.1822063877192632,2.293851778685225,-5.116170110868751
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,2,60,3.151949195688829,3.200173208865432,-1.529974316926269
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,3,60,2.967959196492342,3.3867816784870777,-14.111463610743625
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,4,59,4.158128773884387,4.273760625112904,-2.7808626792598616
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,1,60,2.1822063877192632,2.4603801933715053,-12.747364649728475
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,2,60,3.151949195688829,3.269934514070982,-3.7432493691056625
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,3,60,2.967959196492342,3.67758572531965,-23.909578327962663
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,4,59,4.158128773884387,4.428611257845766,-6.50490878637948
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,1,60,2.1822063877192632,2.684477254551743,-23.0166527629602
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,2,60,3.151949195688829,3.367882922661457,-6.8507997295127
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,3,60,2.967959196492342,4.007664951990031,-35.03099896812788
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,4,59,4.158128773884387,4.6404251601391975,-11.59888046959798
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,1,60,2.3204735583011487,2.363045358726081,-1.8346169156997274
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,2,60,4.1347001586142875,3.9846250337258016,3.6296495303490754
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,3,60,3.984980643107655,3.828777587769183,3.9197945819043674
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,4,59,5.342562205740349,5.691015886118295,-6.522220368413267
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,1,60,2.3204735583011487,2.5019956195687842,-7.822630023870233
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,2,60,4.1347001586142875,3.891360860558011,5.885294911876513
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,3,60,3.984980643107655,3.731964271036484,6.349249713641222
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,4,59,5.342562205740349,6.085782432269368,-13.91130693303788
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,1,60,2.3204735583011487,2.722607880986225,-17.329838611885943
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,2,60,4.1347001586142875,3.85902882403207,6.667263018042076
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,3,60,3.984980643107655,3.699206568577987,7.1712788623938994
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,4,59,5.342562205740349,6.518452953946065,-22.00986535902704
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,1,60,2.3204735583011487,3.006961613855031,-29.58396371715046
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,2,60,4.1347001586142875,3.889148880189212,5.938792875064738
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,3,60,3.984980643107655,3.7321915233219944,6.343546993706973
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,4,59,5.342562205740349,6.981984325084091,-30.686065153949063
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,1,60,2.2711707576820714,1.9944009454221283,12.18621767314453
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,2,60,4.7960019672531455,4.608462643281951,3.910326251984543
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,3,60,6.184199631419958,6.212238131144728,-0.453389304936337
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,4,59,5.0046710022847005,5.595054958145281,-11.79665867328865
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,1,60,2.2711707576820714,2.156370847194145,5.054657827890045
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,2,60,4.7960019672531455,4.480012696289429,6.5885976094520995
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,3,60,6.184199631419958,6.294854915546874,-1.7893226403092124
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,4,59,5.0046710022847005,6.252790839986949,-24.939098636702894
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,1,60,2.2711707576820714,2.6786408697573694,-17.94097210423565
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,2,60,4.7960019672531455,4.415811629028538,7.927234826435171
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,3,60,6.184199631419958,6.4299465402492295,-3.9737868030765005
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,4,59,5.0046710022847005,6.9588067765231925,-39.04623847094849
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,1,60,2.2711707576820714,3.3989969353645857,-49.6583611719957
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,2,60,4.7960019672531455,4.418660847697283,7.867826621680478
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,3,60,6.184199631419958,6.614298519577392,-6.954802784377106
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,4,59,5.0046710022847005,7.699833464286572,-53.85293979906957
20min,20,relative_humidity,60,EXTRA_TREES,0.25,1,60,1.6136854859017187,1.6203105483336355,-0.4105547512075937
20min,20,relative_humidity,60,EXTRA_TREES,0.25,2,60,1.8232069841908192,1.7820771680767256,2.25590492306873
20min,20,relative_humidity,60,EXTRA_TREES,0.25,3,60,1.9500687414193891,2.078694811084895,-6.595976179377305
20min,20,relative_humidity,60,EXTRA_TREES,0.25,4,59,2.521271729310834,2.441059210133863,3.181430951867155
20min,20,relative_humidity,60,EXTRA_TREES,0.5,1,60,1.6136854859017187,1.6862496861978309,-4.496799464956688
20min,20,relative_humidity,60,EXTRA_TREES,0.5,2,60,1.8232069841908192,1.771046673850332,2.860909967588623
20min,20,relative_humidity,60,EXTRA_TREES,0.5,3,60,1.9500687414193891,2.251062647590623,-15.435040815645843
20min,20,relative_humidity,60,EXTRA_TREES,0.5,4,59,2.521271729310834,2.439990413267898,3.2238221330135435
20min,20,relative_humidity,60,EXTRA_TREES,0.75,1,60,1.6136854859017187,1.8050141386961447,-11.856625994718705
20min,20,relative_humidity,60,EXTRA_TREES,0.75,2,60,1.8232069841908192,1.7906718211693797,1.784501886157445
20min,20,relative_humidity,60,EXTRA_TREES,0.75,3,60,1.9500687414193891,2.457987158937231,-26.046180154046535
20min,20,relative_humidity,60,EXTRA_TREES,0.75,4,59,2.521271729310834,2.518166114735426,0.12317651204762939
20min,20,relative_humidity,60,EXTRA_TREES,1.0,1,60,1.6136854859017187,1.9670588153670812,-21.898525614357833
20min,20,relative_humidity,60,EXTRA_TREES,1.0,2,60,1.8232069841908192,1.839971951824697,-0.9195317799486485
20min,20,relative_humidity,60,EXTRA_TREES,1.0,3,60,1.9500687414193891,2.6915099122981356,-38.02128382095272
20min,20,relative_humidity,60,EXTRA_TREES,1.0,4,59,2.521271729310834,2.668631139941741,-5.844646133052313
20min,20,relative_humidity,120,EXTRA_TREES,0.25,1,60,2.1822063877192632,2.215109793979467,-1.5078045067310466
20min,20,relative_humidity,120,EXTRA_TREES,0.25,2,60,3.151949195688829,3.155511825752224,-0.11302942535584622
20min,20,relative_humidity,120,EXTRA_TREES,0.25,3,60,2.967959196492342,3.0263021360791345,-1.9657594907552842
20min,20,relative_humidity,120,EXTRA_TREES,0.25,4,59,4.158128773884387,4.065126024422888,2.2366490919091766
20min,20,relative_humidity,120,EXTRA_TREES,0.5,1,60,2.1822063877192632,2.304048719086515,-5.583446737803549
20min,20,relative_humidity,120,EXTRA_TREES,0.5,2,60,3.151949195688829,3.177782094848297,-0.8195848840077048
20min,20,relative_humidity,120,EXTRA_TREES,0.5,3,60,2.967959196492342,3.0975576755512124,-4.366585605760192
20min,20,relative_humidity,120,EXTRA_TREES,0.5,4,59,4.158128773884387,3.9918817799142463,3.9981203808375203
20min,20,relative_humidity,120,EXTRA_TREES,0.75,1,60,2.1822063877192632,2.4429105632879997,-11.946815710736322
20min,20,relative_humidity,120,EXTRA_TREES,0.75,2,60,3.151949195688829,3.2183716708659302,-2.1073459961839713
20min,20,relative_humidity,120,EXTRA_TREES,0.75,3,60,2.967959196492342,3.180858153962659,-7.173244083743797
20min,20,relative_humidity,120,EXTRA_TREES,0.75,4,59,4.158128773884387,3.93949826136763,5.2579062459511015
20min,20,relative_humidity,120,EXTRA_TREES,1.0,1,60,2.1822063877192632,2.6237808521832418,-20.23522921337843
20min,20,relative_humidity,120,EXTRA_TREES,1.0,2,60,3.151949195688829,3.2765998216053047,-3.9547155800280813
20min,20,relative_humidity,120,EXTRA_TREES,1.0,3,60,2.967959196492342,3.2752846816163426,-10.354774603613508
20min,20,relative_humidity,120,EXTRA_TREES,1.0,4,59,4.158128773884387,3.9088142465410125,5.995834686727927
20min,20,relative_humidity,240,EXTRA_TREES,0.25,1,60,2.3204735583011487,2.4809155357081267,-6.914191150035767
20min,20,relative_humidity,240,EXTRA_TREES,0.25,2,60,4.1347001586142875,3.9851874565945584,3.616047023584828
20min,20,relative_humidity,240,EXTRA_TREES,0.25,3,60,3.984980643107655,3.811204850216546,4.360768808040962
20min,20,relative_humidity,240,EXTRA_TREES,0.25,4,59,5.342562205740349,5.5509145753773526,-3.8998585624915667
20min,20,relative_humidity,240,EXTRA_TREES,0.5,1,60,2.3204735583011487,2.767253616901437,-19.25383105538949
20min,20,relative_humidity,240,EXTRA_TREES,0.5,2,60,4.1347001586142875,3.8734373586081365,6.3187846756392405
20min,20,relative_humidity,240,EXTRA_TREES,0.5,3,60,3.984980643107655,3.665024607153648,8.029048685779605
20min,20,relative_humidity,240,EXTRA_TREES,0.5,4,59,5.342562205740349,5.781571469690034,-8.217204536766808
20min,20,relative_humidity,240,EXTRA_TREES,0.75,1,60,2.3204735583011487,3.1452900644587967,-35.54518012958992
20min,20,relative_humidity,240,EXTRA_TREES,0.75,2,60,4.1347001586142875,3.8027804462304604,8.027661006864097
20min,20,relative_humidity,240,EXTRA_TREES,0.75,3,60,3.984980643107655,3.5498506458899914,10.91924995847234
20min,20,relative_humidity,240,EXTRA_TREES,0.75,4,59,5.342562205740349,6.031974720619799,-12.904155128763994
20min,20,relative_humidity,240,EXTRA_TREES,1.0,1,60,2.3204735583011487,3.5861417879533652,-54.543531647860284
20min,20,relative_humidity,240,EXTRA_TREES,1.0,2,60,4.1347001586142875,3.7755245354405087,8.686860217069617
20min,20,relative_humidity,240,EXTRA_TREES,1.0,3,60,3.984980643107655,3.4687728552855144,12.953834260524287
20min,20,relative_humidity,240,EXTRA_TREES,1.0,4,59,5.342562205740349,6.299770133609981,-17.91664544104239
20min,20,relative_humidity,480,EXTRA_TREES,0.25,1,60,2.2711707576820714,1.991871020704913,12.297610650033562
20min,20,relative_humidity,480,EXTRA_TREES,0.25,2,60,4.7960019672531455,4.468680018872997,6.824891870668227
20min,20,relative_humidity,480,EXTRA_TREES,0.25,3,60,6.184199631419958,5.8114294845132,6.02778320759296
20min,20,relative_humidity,480,EXTRA_TREES,0.25,4,59,5.0046710022847005,5.086078349107966,-1.6266273404605838
20min,20,relative_humidity,480,EXTRA_TREES,0.5,1,60,2.2711707576820714,1.9847266966506094,12.61217634396646
20min,20,relative_humidity,480,EXTRA_TREES,0.5,2,60,4.7960019672531455,4.175028739580078,12.94772670889296
20min,20,relative_humidity,480,EXTRA_TREES,0.5,3,60,6.184199631419958,5.47299005129642,11.500430492413399
20min,20,relative_humidity,480,EXTRA_TREES,0.5,4,59,5.0046710022847005,5.186990205822121,-3.6429807964237644
20min,20,relative_humidity,480,EXTRA_TREES,0.75,1,60,2.2711707576820714,2.252329083942,0.8296018111513981
20min,20,relative_humidity,480,EXTRA_TREES,0.75,2,60,4.7960019672531455,3.922617297880409,18.210682050094267
20min,20,relative_humidity,480,EXTRA_TREES,0.75,3,60,6.184199631419958,5.175620487015584,16.308968088289113
20min,20,relative_humidity,480,EXTRA_TREES,0.75,4,59,5.0046710022847005,5.306293914513097,-6.026827979115948
20min,20,relative_humidity,480,EXTRA_TREES,1.0,1,60,2.2711707576820714,2.7146065808960445,-19.52454793256224
20min,20,relative_humidity,480,EXTRA_TREES,1.0,2,60,4.7960019672531455,3.719850209216456,22.438517861014205
20min,20,relative_humidity,480,EXTRA_TREES,1.0,3,60,6.184199631419958,4.926763098175806,20.333052103549747
20min,20,relative_humidity,480,EXTRA_TREES,1.0,4,59,5.0046710022847005,5.44278018194536,-8.754005597184246
20min,20,relative_humidity,60,XGBOOST,0.25,1,60,1.6136854859017187,1.6208201659012078,-0.44213572358570946
20min,20,relative_humidity,60,XGBOOST,0.25,2,60,1.8232069841908192,1.828339678520154,-0.28152011120190157
20min,20,relative_humidity,60,XGBOOST,0.25,3,60,1.9500687414193891,2.206568740599392,-13.153382428626854
20min,20,relative_humidity,60,XGBOOST,0.25,4,59,2.521271729310834,2.395876735279354,4.97348193666358
20min,20,relative_humidity,60,XGBOOST,0.5,1,60,1.6136854859017187,1.6943324914368596,-4.997690457014666
20min,20,relative_humidity,60,XGBOOST,0.5,2,60,1.8232069841908192,1.906847407384649,-4.587544031976789
20min,20,relative_humidity,60,XGBOOST,0.5,3,60,1.9500687414193891,2.568406549657155,-31.708513402850535
20min,20,relative_humidity,60,XGBOOST,0.5,4,59,2.521271729310834,2.411104135560947,4.369524810401949
20min,20,relative_humidity,60,XGBOOST,0.75,1,60,1.6136854859017187,1.8262241350529005,-13.171008291768603
20min,20,relative_humidity,60,XGBOOST,0.75,2,60,1.8232069841908192,2.0503187245395074,-12.45671732929904
20min,20,relative_humidity,60,XGBOOST,0.75,3,60,1.9500687414193891,2.9976770820512257,-53.72161085302654
20min,20,relative_humidity,60,XGBOOST,0.75,4,59,2.521271729310834,2.564450155222514,-1.7125653458813137
20min,20,relative_humidity,60,XGBOOST,1.0,1,60,1.6136854859017187,2.005007234382274,-24.2501870345501
20min,20,relative_humidity,60,XGBOOST,1.0,2,60,1.8232069841908192,2.2463404665131343,-23.208197752166438
20min,20,relative_humidity,60,XGBOOST,1.0,3,60,1.9500687414193891,3.4694398191625306,-77.91371891009558
20min,20,relative_humidity,60,XGBOOST,1.0,4,59,2.521271729310834,2.8335789505425604,-12.386892598724083
20min,20,relative_humidity,120,XGBOOST,0.25,1,60,2.1822063877192632,2.1558017520145736,1.2099971777777858
20min,20,relative_humidity,120,XGBOOST,0.25,2,60,3.151949195688829,3.1887100690352046,-1.1662901609155552
20min,20,relative_humidity,120,XGBOOST,0.25,3,60,2.967959196492342,3.0757913696318715,-3.6332094210382033
20min,20,relative_humidity,120,XGBOOST,0.25,4,59,4.158128773884387,4.155222436277116,0.06989532468366343
20min,20,relative_humidity,120,XGBOOST,0.5,1,60,2.1822063877192632,2.172644058586888,0.43819545145633587
20min,20,relative_humidity,120,XGBOOST,0.5,2,60,3.151949195688829,3.2450747411661984,-2.9545382776075457
20min,20,relative_humidity,120,XGBOOST,0.5,3,60,2.967959196492342,3.215978372688354,-8.356556130863646
20min,20,relative_humidity,120,XGBOOST,0.5,4,59,4.158128773884387,4.198131224858507,-0.9620301137703997
20min,20,relative_humidity,120,XGBOOST,0.75,1,60,2.1822063877192632,2.231754411348648,-2.2705470897814584
20min,20,relative_humidity,120,XGBOOST,0.75,2,60,3.151949195688829,3.320044916317936,-5.333072019657711
20min,20,relative_humidity,120,XGBOOST,0.75,3,60,2.967959196492342,3.384502153099545,-14.034659138828149
20min,20,relative_humidity,120,XGBOOST,0.75,4,59,4.158128773884387,4.285479174932372,-3.0626853561588554
20min,20,relative_humidity,120,XGBOOST,1.0,1,60,2.1822063877192632,2.329917989065891,-6.768910684979196
20min,20,relative_humidity,120,XGBOOST,1.0,2,60,3.151949195688829,3.4123945282173347,-8.262992718433965
20min,20,relative_humidity,120,XGBOOST,1.0,3,60,2.967959196492342,3.5773602476841178,-20.53266271018791
20min,20,relative_humidity,120,XGBOOST,1.0,4,59,4.158128773884387,4.414629251464036,-6.168651610566508
20min,20,relative_humidity,240,XGBOOST,0.25,1,60,2.3204735583011487,2.4733043784845017,-6.586190979708583
20min,20,relative_humidity,240,XGBOOST,0.25,2,60,4.1347001586142875,3.963434946043013,4.142143468721867
20min,20,relative_humidity,240,XGBOOST,0.25,3,60,3.984980643107655,3.722166407645412,6.5951194999353655
20min,20,relative_humidity,240,XGBOOST,0.25,4,59,5.342562205740349,5.63552035326509,-5.483476583762933
20min,20,relative_humidity,240,XGBOOST,0.5,1,60,2.3204735583011487,2.771585561091922,-19.440514681884096
20min,20,relative_humidity,240,XGBOOST,0.5,2,60,4.1347001586142875,3.853503813903956,6.800888430192049
20min,20,relative_humidity,240,XGBOOST,0.5,3,60,3.984980643107655,3.502891695734818,12.097648409074418
20min,20,relative_humidity,240,XGBOOST,0.5,4,59,5.342562205740349,5.96831019601571,-11.712507335956182
20min,20,relative_humidity,240,XGBOOST,0.75,1,60,2.3204735583011487,3.174579256569702,-36.80738766503576
20min,20,relative_humidity,240,XGBOOST,0.75,2,60,4.1347001586142875,3.8102192349544772,7.847749805600354
20min,20,relative_humidity,240,XGBOOST,0.75,3,60,3.984980643107655,3.335753756420683,16.291845427401565
20min,20,relative_humidity,240,XGBOOST,0.75,4,59,5.342562205740349,6.33465719306145,-18.569647841538252
20min,20,relative_humidity,240,XGBOOST,1.0,1,60,2.3204735583011487,3.647743871216682,-57.19825197608572
20min,20,relative_humidity,240,XGBOOST,1.0,2,60,4.1347001586142875,3.8358380434331707,7.228144816219953
20min,20,relative_humidity,240,XGBOOST,1.0,3,60,3.984980643107655,3.2288591546371586,18.974282592269788
20min,20,relative_humidity,240,XGBOOST,1.0,4,59,5.342562205740349,6.72908278484411,-25.952352554997017
20min,20,relative_humidity,480,XGBOOST,0.25,1,60,2.2711707576820714,1.9612378303726967,13.646394761866713
20min,20,relative_humidity,480,XGBOOST,0.25,2,60,4.7960019672531455,4.4670866115312515,6.858115529720611
20min,20,relative_humidity,480,XGBOOST,0.25,3,60,6.184199631419958,5.876277785712762,4.979170532314998
20min,20,relative_humidity,480,XGBOOST,0.25,4,59,5.0046710022847005,5.288875583929866,-5.6787865079527196
20min,20,relative_humidity,480,XGBOOST,0.5,1,60,2.2711707576820714,2.123379231635743,6.507283767476942
20min,20,relative_humidity,480,XGBOOST,0.5,2,60,4.7960019672531455,4.19115666987374,12.611448066728459
20min,20,relative_humidity,480,XGBOOST,0.5,3,60,6.184199631419958,5.644589580384309,8.72562470807153
20min,20,relative_humidity,480,XGBOOST,0.5,4,59,5.0046710022847005,5.6163974732755415,-12.223110584323717
20min,20,relative_humidity,480,XGBOOST,0.75,1,60,2.2711707576820714,2.6730269756815286,-17.693791479139445
20min,20,relative_humidity,480,XGBOOST,0.75,2,60,4.7960019672531455,3.9792498262124987,17.02985417056516
20min,20,relative_humidity,480,XGBOOST,0.75,3,60,6.184199631419958,5.498779667309846,11.083406179640608
20min,20,relative_humidity,480,XGBOOST,0.75,4,59,5.0046710022847005,5.980123639832922,-19.490844395224258
20min,20,relative_humidity,480,XGBOOST,1.0,1,60,2.2711707576820714,3.4286229570226046,-50.96279949121106
20min,20,relative_humidity,480,XGBOOST,1.0,2,60,4.7960019672531455,3.8419744453701075,19.892142004884253
20min,20,relative_humidity,480,XGBOOST,1.0,3,60,6.184199631419958,5.4457505920462905,11.94089912010346
20min,20,relative_humidity,480,XGBOOST,1.0,4,59,5.0046710022847005,6.373859070602947,-27.358203320322023
20min,20,relative_humidity,60,RANDOM_FOREST,0.25,1,60,1.6136854859017187,1.6239704417293441,-0.6373581418115237
20min,20,relative_humidity,60,RANDOM_FOREST,0.25,2,60,1.8232069841908192,1.8201610575824112,0.16706422445830083
20min,20,relative_humidity,60,RANDOM_FOREST,0.25,3,60,1.9500687414193891,2.0184434788829115,-3.5062731898237978
20min,20,relative_humidity,60,RANDOM_FOREST,0.25,4,59,2.521271729310834,2.5011185610988846,0.7993255140911776
20min,20,relative_humidity,60,RANDOM_FOREST,0.5,1,60,1.6136854859017187,1.6807544912003922,-4.156262535954815
20min,20,relative_humidity,60,RANDOM_FOREST,0.5,2,60,1.8232069841908192,1.8366811929340887,-0.7390388946568075
20min,20,relative_humidity,60,RANDOM_FOREST,0.5,3,60,1.9500687414193891,2.1058405756546,-7.988017597873497
20min,20,relative_humidity,60,RANDOM_FOREST,0.5,4,59,2.521271729310834,2.5095224781640164,0.46600495338236003
20min,20,relative_humidity,60,RANDOM_FOREST,0.75,1,60,1.6136854859017187,1.7795920430393393,-10.281220137820904
20min,20,relative_humidity,60,RANDOM_FOREST,0.75,2,60,1.8232069841908192,1.872249527711781,-2.6899054219413285
20min,20,relative_humidity,60,RANDOM_FOREST,0.75,3,60,1.9500687414193891,2.2100044013861253,-13.329563950527087
20min,20,relative_humidity,60,RANDOM_FOREST,0.75,4,59,2.521271729310834,2.546200732117041,-0.9887471674075025
20min,20,relative_humidity,60,RANDOM_FOREST,1.0,1,60,1.6136854859017187,1.9139792411326007,-18.60918734502216
20min,20,relative_humidity,60,RANDOM_FOREST,1.0,2,60,1.8232069841908192,1.9258109315706768,-5.627663138060852
20min,20,relative_humidity,60,RANDOM_FOREST,1.0,3,60,1.9500687414193891,2.328686077955376,-19.41558922996757
20min,20,relative_humidity,60,RANDOM_FOREST,1.0,4,59,2.521271729310834,2.6099615621962804,-3.5176626086902956
20min,20,relative_humidity,120,RANDOM_FOREST,0.25,1,60,2.1822063877192632,2.2033656253262013,-0.9696258670130953
20min,20,relative_humidity,120,RANDOM_FOREST,0.25,2,60,3.151949195688829,3.198678275841022,-1.4825454742769464
20min,20,relative_humidity,120,RANDOM_FOREST,0.25,3,60,2.967959196492342,2.940049892977772,0.9403533427128811
20min,20,relative_humidity,120,RANDOM_FOREST,0.25,4,59,4.158128773884387,4.193683822696502,-0.8550732972827207
20min,20,relative_humidity,120,RANDOM_FOREST,0.5,1,60,2.1822063877192632,2.26421386207942,-3.758007254568947
20min,20,relative_humidity,120,RANDOM_FOREST,0.5,2,60,3.151949195688829,3.2643886469610393,-3.5672989725216007
20min,20,relative_humidity,120,RANDOM_FOREST,0.5,3,60,2.967959196492342,2.926343446837355,1.402167176158297
20min,20,relative_humidity,120,RANDOM_FOREST,0.5,4,59,4.158128773884387,4.2553176166468365,-2.337321618629396
20min,20,relative_humidity,120,RANDOM_FOREST,0.75,1,60,2.1822063877192632,2.3616853562007782,-8.224655994573354
20min,20,relative_humidity,120,RANDOM_FOREST,0.75,2,60,3.151949195688829,3.3479628597724855,-6.218807852352448
20min,20,relative_humidity,120,RANDOM_FOREST,0.75,3,60,2.967959196492342,2.9270393880150345,1.378718700906273
20min,20,relative_humidity,120,RANDOM_FOREST,0.75,4,59,4.158128773884387,4.341919729981313,-4.420040025004657
20min,20,relative_humidity,120,RANDOM_FOREST,1.0,1,60,2.1822063877192632,2.491485501513284,-14.172770986948882
20min,20,relative_humidity,120,RANDOM_FOREST,1.0,2,60,3.151949195688829,3.448102221274883,-9.395869260555534
20min,20,relative_humidity,120,RANDOM_FOREST,1.0,3,60,2.967959196492342,2.9421274961546295,0.8703522733143167
20min,20,relative_humidity,120,RANDOM_FOREST,1.0,4,59,4.158128773884387,4.452033330278938,-7.068192746709824
