target,horizon_minutes,n,rmse,nrmse,r2,mae,bias,resolution,resolution_minutes,architecture,feature_set,candidate_id,split,epochs,independent_runs
temperature,240,58,2.5281676374878637,0.5596237226982202,0.538833737373352,1.7037732601165771,-1.284328579902649,60min,60,TCN,SHT_TIME,1,validation,77,3
temperature,480,58,2.5923076433940606,0.4989766305865653,0.6239708065986633,2.17655873298645,-1.5200196504592896,60min,60,TCN,SHT_TIME,1,validation,77,3
relative_humidity,60,58,7.170908744396277,0.6351357695127166,0.6234216690063477,6.2747883796691895,-1.894623875617981,60min,60,TCN,SHT_TIME,1,validation,77,3
relative_humidity,120,58,6.189378241401694,0.5588587112453953,0.7013530731201172,4.877833843231201,2.488473653793335,60min,60,TCN,SHT_TIME,1,validation,77,3
relative_humidity,240,58,7.236397709685679,0.6252108681179974,0.5527011156082153,4.886422634124756,1.6649028062820435,60min,60,TCN,SHT_TIME,1,validation,77,3
relative_humidity,480,58,6.909020606052878,0.533487139879789,0.6949797868728638,5.120997905731201,2.514280080795288,60min,60,TCN,SHT_TIME,1,validation,77,3
temperature,60,2742,1.4358433008687468,0.34831180181820215,0.8837162852287292,1.0725865364074707,-0.08117756247520447,4min,4,MLP,SHT_TIME,1,test,35,3
temperature,120,2742,1.5392596897887771,0.3768112288726116,0.8679769039154053,1.0839262008666992,-0.06425890326499939,4min,4,MLP,SHT_TIME,1,test,35,3
temperature,240,2742,1.7395642292854403,0.40664191485085144,0.837194561958313,1.2066853046417236,-0.004608710762113333,4min,4,MLP,SHT_TIME,1,test,35,3
temperature,480,2742,1.798981534730592,0.3726334426180984,0.8431649208068848,1.4167081117630005,0.30911141633987427,4min,4,MLP,SHT_TIME,1,test,35,3
relative_humidity,60,2742,4.041235333789817,0.3460632185937186,0.8880974650382996,3.125887632369995,-0.3122701048851013,4min,4,MLP,SHT_TIME,1,test,35,3
relative_humidity,120,2742,4.211323396626833,0.36472174852826555,0.879540741443634,3.214839458465576,-0.6807319521903992,4min,4,MLP,SHT_TIME,1,test,35,3
relative_humidity,240,2742,4.527137310597493,0.3771709784336221,0.8634194135665894,3.4452505111694336,-0.7859610319137573,4min,4,MLP,SHT_TIME,1,test,35,3
relative_humidity,480,2742,5.199218933426462,0.3999703159026997,0.8390171527862549,4.271401882171631,-1.5291980504989624,4min,4,MLP,SHT_TIME,1,test,35,3
